blk_no,Unnamed: 0,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,total_dwelling_units,address,latitude,longitude
212,2967,BEDOK NTH ST 1,3,1979,N,Y,N,N,N,N,0,212 BEDOK NTH ST 1,1.325918415,103.931687
212,2972,COMPASSVALE DR,1,2011,N,N,N,N,N,N,0,212 COMPASSVALE DR,1.386163951,103.9000402
212,2973,HOUGANG ST 21,4,1984,N,Y,N,N,N,N,0,212 HOUGANG ST 21,1.359520873,103.88834
212,2975,LOR 8 TOA PAYOH,2,1974,Y,Y,N,N,N,N,3,212 LOR 8 TOA PAYOH,1.340642936,103.8543345
212,2979,PUNGGOL WALK,1,2013,N,N,N,N,N,Y,0,212 PUNGGOL WALK,1.399697544,103.8991814
212A,2983,BOON LAY PL,5,2002,N,N,N,N,Y,N,0,212A BOON LAY PL,1.348875496,103.7133339
212A,2984,BISHAN ST 23,5,1990,N,N,N,N,Y,N,0,212A BISHAN ST 23,1.356643254,103.8486007
212A,2987,PASIR RIS ST 21,12,2013,Y,N,N,Y,N,N,185,212A PASIR RIS ST 21,1.368094111,103.9601726
213,2997,COMPASSVALE LANE,1,2011,N,N,N,N,N,Y,0,213 COMPASSVALE LANE,1.385978089,103.8997745
213,3003,PUNGGOL WALK,6,2013,N,N,N,N,Y,N,0,213 PUNGGOL WALK,1.400013616,103.8986469
214A,3026,NEW UPP CHANGI RD,1,1979,N,Y,N,N,N,N,0,214A NEW UPP CHANGI RD,1.325720354,103.9325066
215,3028,BEDOK NTH ST 1,2,1979,N,Y,N,N,N,N,0,215 BEDOK NTH ST 1,1.326075949,103.9334975
215,3033,COMPASSVALE DR,6,2015,N,N,N,N,Y,N,0,215 COMPASSVALE DR,1.390264202,103.8930317
215A,3042,BEDOK CTRL,6,2004,N,N,N,N,Y,N,0,215A BEDOK CTRL,1.326281496,103.9341804
215A,3043,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,150,215A COMPASSVALE DR,1.389478683,103.8932788
215C,3046,COMPASSVALE DR,1,2016,N,Y,N,N,N,N,0,215C COMPASSVALE DR,1.389770263,103.8927872
216,3048,BEDOK NTH ST 1,1,2009,N,N,Y,N,N,N,0,216 BEDOK NTH ST 1,1.327062742,103.933218
216,3053,COMPASSVALE DR,1,2016,N,N,N,N,N,Y,0,216 COMPASSVALE DR,1.390944876,103.8931232
216A,3062,BOON LAY AVE,15,2016,Y,N,N,N,N,N,83,216A BOON LAY AVE,1.350121405,103.7118759
216A,3064,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,216A PASIR RIS ST 21,1.368328403,103.9612018
216B,3065,BOON LAY AVE,15,2017,Y,N,N,N,N,N,126,216B BOON LAY AVE,1.350453196,103.712257
216B,3067,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,216B PASIR RIS ST 21,1.368640827,103.9608344
216C,3068,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,90,216C COMPASSVALE DR,1.390473611,103.8943181
216D,3069,COMPASSVALE DR,16,2016,Y,N,N,Y,N,N,90,216D COMPASSVALE DR,1.39019937,103.8945759
217,3070,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,240,217 ANG MO KIO AVE 1,1.365525911,103.8418126
217,3076,COMPASSVALE DR,7,2016,N,N,N,Y,Y,Y,0,217 COMPASSVALE DR,1.389755525,103.8944823
217,3083,SUMANG WALK,8,2016,N,N,N,N,Y,N,0,217 SUMANG WALK,1.402857593,103.8956154
217A,3086,BOON LAY AVE,15,2017,Y,N,N,N,N,N,83,217A BOON LAY AVE,1.349757685,103.7112964
217A,3089,PETIR RD,5,1989,N,N,N,N,Y,N,0,217A PETIR RD,1.374180984,103.7743981
217B,3091,BOON LAY AVE,15,2017,Y,N,N,N,N,N,126,217B BOON LAY AVE,1.349726616,103.7108305
217B,3092,COMPASSVALE DR,16,2016,Y,N,N,N,N,N,119,217B COMPASSVALE DR,1.389280336,103.8943456
217D,3096,SUMANG WALK,16,2016,Y,N,N,N,N,N,90,217D SUMANG WALK,1.402049858,103.8961662
218,3108,SUMANG WALK,2,2016,N,Y,N,N,N,N,0,218 SUMANG WALK,1.403227125,103.895387
218A,3111,BOON LAY AVE,15,2017,Y,N,N,N,N,N,84,218A BOON LAY AVE,1.349968587,103.7105396
218B,3112,BOON LAY AVE,15,2017,Y,N,N,N,N,N,112,218B BOON LAY AVE,1.350327074,103.7108889
218C,3113,BOON LAY AVE,15,2016,Y,N,N,N,N,N,112,218C BOON LAY AVE,1.350696697,103.7114592
218D,3114,BOON LAY AVE,15,2016,Y,N,N,Y,N,N,84,218D BOON LAY AVE,1.35085552,103.7120834
219,3116,BEDOK CTRL,5,2008,N,Y,N,N,Y,N,0,219 BEDOK CTRL,1.325005853,103.9329544
219,3125,SUMANG WALK,1,2016,N,N,N,N,N,Y,0,219 SUMANG WALK,1.402431415,103.8961988
22,3136,CHAI CHEE RD,12,1972,Y,N,N,Y,N,N,264,22 CHAI CHEE RD,1.325242142,103.9218114
22,3144,JLN TENTERAM,10,1962,Y,N,N,Y,N,N,118,22 JLN TENTERAM,1.326410265,103.8595553
22,3145,LOR 7 TOA PAYOH,1,2004,N,N,Y,N,N,N,0,22 LOR 7 TOA PAYOH,1.335382613,103.8570037
22A,3153,BOON KENG RD,1,2006,N,N,N,N,N,Y,0,22A BOON KENG RD,1.318917401,103.8619186
22A,3154,HAVELOCK RD,1,2007,N,N,Y,N,N,N,0,22A HAVELOCK RD,1.287970507,103.8296234
22A,3155,JLN TENTERAM,1,2005,N,N,N,N,N,Y,0,22A JLN TENTERAM,1.326504984,103.8592609
22A,3156,SIN MING RD,3,1998,N,N,N,N,Y,N,0,22A SIN MING RD,1.357466797,103.8391068
22A,3157,TEBAN GDNS RD,3,2011,N,Y,N,N,Y,N,0,22A TEBAN GDNS RD,1.323297351,103.7393881
22B,3158,HAVELOCK RD,1,2007,N,N,Y,N,N,N,0,22B HAVELOCK RD,1.287755462,103.8293629
220,3160,BEDOK CTRL,6,2007,N,N,N,N,Y,N,0,220 BEDOK CTRL,1.325604146,103.9350613
220,3170,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,220 SUMANG LANE,1.401337183,103.8949632
220A,3174,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,220A PASIR RIS ST 21,1.370074256,103.9610019
220A,3175,SUMANG LANE,17,2017,Y,N,N,N,N,N,158,220A SUMANG LANE,1.401521666,103.8946267
220B,3177,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,220B PASIR RIS ST 21,1.370050236,103.9612367
220B,3178,SUMANG LANE,17,2017,Y,N,N,N,N,N,160,220B SUMANG LANE,1.401510036,103.8954207
220C,3180,SUMANG LANE,16,2017,Y,N,N,N,N,N,120,220C SUMANG LANE,1.401611307,103.8960028
221,3182,BEDOK CTRL,1,2008,N,N,N,N,N,Y,0,221 BEDOK CTRL,1.325157067,103.9351946
221A,3197,BOON LAY PL,2,1976,N,Y,Y,N,N,N,0,221A BOON LAY PL,1.345224066,103.7128007
221A,3199,SUMANG LANE,16,2017,Y,N,N,N,N,N,150,221A SUMANG LANE,1.40098555,103.8956745
221B,3201,BOON LAY PL,1,2004,N,N,Y,N,N,N,0,221B BOON LAY PL,1.345756952,103.7130719
221B,3202,SUMANG LANE,17,2017,Y,N,N,N,N,N,144,221B SUMANG LANE,1.401021944,103.8950649
222,3205,BEDOK NTH DR,1,2021,N,N,N,N,N,N,0,222 BEDOK NTH DR,1.324603856,103.9279892
222,3215,SUMANG LANE,8,2017,N,N,N,Y,Y,N,0,222 SUMANG LANE,1.401112682,103.8942691
222A,3218,BEDOK NTH DR,17,2021,Y,N,N,N,N,Y,136,222A BEDOK NTH DR,1.32498077,103.9278054
222A,3219,SUMANG LANE,17,2017,Y,N,N,N,N,N,144,222A SUMANG LANE,1.401125664,103.8934764
222B,3220,BEDOK NTH DR,17,2021,Y,N,N,N,N,N,162,222B BEDOK NTH DR,1.324665965,103.9281404
222C,3221,BEDOK NTH DR,16,2021,Y,N,N,N,N,N,202,222C BEDOK NTH DR,1.324127368,103.9280719
223A,3236,SUMANG LANE,17,2017,Y,N,N,N,N,N,504,223A SUMANG LANE,1.401262155,103.8928369
223A,3237,SERANGOON AVE 4,14,2011,Y,N,N,Y,N,N,247,223A SERANGOON AVE 4,1.357841664,103.8711446
224,3241,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,160,224 ANG MO KIO AVE 1,1.366527359,103.8382444
224,3251,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,224 SUMANG LANE,1.401549856,103.893607
224A,3255,SUMANG LANE,18,2017,Y,Y,N,N,N,N,136,224A SUMANG LANE,1.401951446,103.8928085
224B,3257,SUMANG LANE,17,2017,Y,N,N,Y,N,N,160,224B SUMANG LANE,1.401827538,103.8933722
224C,3259,SUMANG LANE,17,2017,Y,N,N,N,N,N,158,224C SUMANG LANE,1.401508396,103.8941271
224E,3261,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,224E COMPASSVALE WALK,1.389137392,103.89804
225A,3276,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,225A PASIR RIS ST 21,1.371822215,103.9609119
225A,3277,PETIR RD,5,1989,N,N,N,N,Y,N,0,225A PETIR RD,1.375003274,103.7730752
225B,3279,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,225B PASIR RIS ST 21,1.371851095,103.9611818
226,3291,SUMANG LANE,2,2016,N,N,N,N,Y,N,0,226 SUMANG LANE,1.403130015,103.893295
226A,3294,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226A ANG MO KIO AVE 1,1.36749458,103.8392839
226A,3296,SUMANG LANE,17,2016,Y,N,N,Y,N,N,96,226A SUMANG LANE,1.402728129,103.8931013
226B,3299,SUMANG LANE,17,2016,Y,N,N,N,N,N,96,226B SUMANG LANE,1.40268498,103.893609
226C,3300,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226C ANG MO KIO AVE 1,1.367146393,103.839257
226C,3302,SUMANG LANE,17,2017,Y,N,N,N,N,N,99,226C SUMANG LANE,1.402581096,103.8940175
226D,3303,ANG MO KIO AVE 1,1,2010,N,N,Y,N,N,N,0,226D ANG MO KIO AVE 1,1.366800962,103.8391523
226D,3304,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,0,226D COMPASSVALE WALK,1.388501039,103.899469
226D,3305,SUMANG LANE,1,2018,N,N,N,N,N,Y,0,226D SUMANG LANE,1.403078205,103.8936349
226F,3307,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,3,226F ANG MO KIO AVE 1,1.366647031,103.8395672
226G,3308,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,0,226G ANG MO KIO AVE 1,1.366825902,103.8398611
226H,3309,ANG MO KIO ST 22,1,2004,N,N,Y,N,N,N,0,226H ANG MO KIO ST 22,1.367178741,103.8401577
227,3310,ANG MO KIO ST 23,6,2020,N,N,N,N,Y,N,0,227 ANG MO KIO ST 23,1.368778389,103.8402739
227A,3322,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,260,227A ANG MO KIO ST 23,1.368246201,103.8401064
227A,3324,CHOA CHU KANG CTRL,5,1993,N,N,N,N,Y,N,0,227A CHOA CHU KANG CTRL,1.380530712,103.7454364
227A,3325,LOR 8 TOA PAYOH,3,2006,N,N,N,N,Y,N,0,227A LOR 8 TOA PAYOH,1.339041448,103.8579557
227A,3326,SUMANG LANE,17,2016,Y,N,N,Y,N,N,95,227A SUMANG LANE,1.403589257,103.8929587
227B,3328,SUMANG LANE,17,2017,Y,N,N,Y,N,N,95,227B SUMANG LANE,1.403474145,103.8937238
228,3331,ANG MO KIO ST 23,1,2021,N,N,N,N,N,Y,0,228 ANG MO KIO ST 23,1.367756806,103.8401528
228,3339,PUNGGOL FIELD,1,2021,N,N,N,Y,N,Y,0,228 PUNGGOL FIELD,1.40331907,103.8920302
228A,3344,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,200,228A ANG MO KIO ST 23,1.368034523,103.8394256
228A,3346,LOR 8 TOA PAYOH,1,2007,N,N,N,N,N,Y,0,228A LOR 8 TOA PAYOH,1.338890279,103.8585736
228A,3347,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,108,228A PUNGGOL FIELD,1.403626174,103.892425
228B,3348,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,130,228B ANG MO KIO ST 23,1.368377793,103.8392233
228B,3350,PUNGGOL FIELD,17,2021,Y,N,N,N,N,N,123,228B PUNGGOL FIELD,1.403762443,103.8915537
228D,3352,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,0,228D COMPASSVALE WALK,1.38819395,103.9007269
229A,3366,SUMANG LANE,17,2021,Y,N,N,N,N,N,122,229A SUMANG LANE,1.402821747,103.8921542
229B,3367,SUMANG LANE,17,2021,Y,N,N,Y,N,N,137,229B SUMANG LANE,1.402883752,103.8917955
23,3371,CHAI CHEE RD,12,1972,Y,N,N,N,N,N,264,23 CHAI CHEE RD,1.325261779,103.9226281
23A,3385,CHAI CHEE RD,1,2003,N,N,N,N,N,Y,0,23A CHAI CHEE RD,1.325297983,103.9221084
23A,3386,GHIM MOH LINK,1,2011,N,N,N,N,N,Y,0,23A GHIM MOH LINK,1.308470781,103.7864935
23A,3388,SIN MING RD,2,1999,N,N,N,N,N,Y,0,23A SIN MING RD,1.354780295,103.8360689
23A,3389,TELOK BLANGAH CRES,2,2001,N,N,N,N,Y,N,0,23A TELOK BLANGAH CRES,1.275768826,103.8207116
230A,3405,BT BATOK ST 21,20,2014,Y,N,N,Y,N,Y,180,230A BT BATOK ST 21,1.34755154,103.7557831
230A,3406,TAMPINES ST 21,5,1992,N,N,N,N,Y,N,0,230A TAMPINES ST 21,1.355764132,103.950242
231,3416,BAIN ST,5,1980,N,Y,N,N,N,N,0,231 BAIN ST,1.296815259,103.8536195
231,3428,SUMANG LANE,1,2017,N,Y,N,N,N,N,0,231 SUMANG LANE,1.402059983,103.8922117
231A,3431,BISHAN ST 23,3,1989,N,N,N,N,Y,N,0,231A BISHAN ST 23,1.357468051,103.8464327
231A,3432,PASIR RIS DR 4,4,1992,N,N,N,N,Y,N,0,231A PASIR RIS DR 4,1.37412655,103.9614202
231A,3433,SUMANG LANE,17,2017,Y,Y,N,N,N,N,90,231A SUMANG LANE,1.402056467,103.8918775
231B,3434,SUMANG LANE,17,2017,Y,N,N,N,N,N,96,231B SUMANG LANE,1.402127355,103.8914648
232,3448,SUMANG LANE,1,2017,N,N,N,N,N,Y,0,232 SUMANG LANE,1.401779381,103.8900733
232A,3452,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,232A SUMANG LANE,1.402181465,103.8910412
232B,3453,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,232B SUMANG LANE,1.40229543,103.8906319
232C,3454,SUMANG LANE,17,2017,Y,N,N,N,N,N,192,232C SUMANG LANE,1.402035761,103.8901166
233,3468,SUMANG LANE,7,2017,N,N,N,N,Y,N,0,233 SUMANG LANE,1.401270021,103.8913887
233A,3471,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,233A COMPASSVALE WALK,1.389408109,103.9009488
233A,3472,LOR 8 TOA PAYOH,3,2005,N,N,N,N,Y,N,0,233A LOR 8 TOA PAYOH,1.338244461,103.8588869
233A,3473,PASIR RIS DR 4,1,1992,N,N,N,N,N,Y,0,233A PASIR RIS DR 4,1.37418663,103.9622707
233A,3474,SUMANG LANE,17,2017,Y,N,N,N,N,N,192,233A SUMANG LANE,1.401580661,103.8903103
233B,3475,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,233B SUMANG LANE,1.401811055,103.8908153
233C,3476,SUMANG LANE,17,2017,Y,N,N,Y,N,N,96,233C SUMANG LANE,1.401732894,103.8910412
234,3489,SUMANG LANE,1,2017,N,N,N,N,N,Y,0,234 SUMANG LANE,1.401508141,103.8922377
234A,3492,BT PANJANG RING RD,5,2000,N,N,N,N,Y,N,0,234A BT PANJANG RING RD,1.379142746,103.7719984
234A,3493,SUMANG LANE,17,2017,Y,N,N,N,N,N,112,234A SUMANG LANE,1.401664219,103.8918973
234B,3495,SUMANG LANE,17,2017,Y,N,N,N,N,N,96,234B SUMANG LANE,1.40168217,103.8916674
235A,3510,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,235A PASIR RIS ST 21,1.373785947,103.9625989
236A,3523,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,236A COMPASSVALE WALK,1.390305511,103.9001274
237A,3537,BISHAN ST 22,3,1990,N,N,N,N,Y,N,0,237A BISHAN ST 22,1.359174924,103.8466599
238A,3550,SERANGOON AVE 2,5,1997,N,N,N,N,Y,N,0,238A SERANGOON AVE 2,1.353911119,103.8686021
239A,3563,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,239A PASIR RIS ST 21,1.373604638,103.9634872
24,3567,CHAI CHEE RD,12,1972,Y,N,N,Y,N,N,264,24 CHAI CHEE RD,1.32481189,103.9225337
24,3569,GHIM MOH LINK,4,2011,N,N,N,Y,Y,N,0,24 GHIM MOH LINK,1.308967275,103.7855143
24,3574,ST. GEORGE'S LANE,1,2019,N,N,N,N,N,Y,0,24 ST. GEORGE'S LANE,1.321688952,103.8616308
24A,3579,SIN MING RD,2,1998,N,N,N,N,Y,N,0,24A SIN MING RD,1.35543111,103.8368657
240A,3591,JURONG EAST AVE 1,22,2019,Y,N,N,N,N,N,63,240A JURONG EAST AVE 1,1.341003499,103.742339
240B,3592,JURONG EAST AVE 1,28,2019,Y,N,N,N,N,N,162,240B JURONG EAST AVE 1,1.340896293,103.7426838
240C,3593,JURONG EAST AVE 1,6,2019,N,N,N,Y,Y,Y,0,240C JURONG EAST AVE 1,1.340639044,103.7424745
241A,3605,BT BATOK EAST AVE 5,5,2016,N,N,N,N,Y,N,0,241A BT BATOK EAST AVE 5,1.350771769,103.7552296
241A,3606,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,0,241A COMPASSVALE WALK,1.390373389,103.8981715
244,3629,ANG MO KIO AVE 3,12,1976,Y,N,N,N,N,N,154,244 ANG MO KIO AVE 3,1.367279724,103.8346261
245,3642,ANG MO KIO AVE 3,12,1976,Y,N,N,N,N,N,154,245 ANG MO KIO AVE 3,1.367687063,103.8347473
245A,3655,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,0,245A PASIR RIS ST 21,1.370832528,103.9633922
245B,3656,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,0,245B PASIR RIS ST 21,1.370845245,103.9631567
246A,3669,BISHAN ST 22,3,1990,N,N,N,N,Y,N,0,246A BISHAN ST 22,1.360944332,103.843679
247A,3680,COMPASSVALE RD,1,1999,N,N,N,N,N,Y,0,247A COMPASSVALE RD,1.392294881,103.8993435
248,3690,SIMEI ST 3,5,1989,N,Y,N,N,Y,N,0,248 SIMEI ST 3,1.343070425,103.9537617
248A,3693,COMPASSVALE RD,6,1998,N,N,N,N,Y,N,0,248A COMPASSVALE RD,1.392841876,103.8987023
25,3705,BENDEMEER RD,2,1971,N,Y,N,N,N,N,0,25 BENDEMEER RD,1.318682623,103.8627029
25,3707,DOVER CRES,1,2010,N,N,N,N,N,Y,0,25 DOVER CRES,1.306038797,103.7820541
25,3709,GHIM MOH LINK,1,2011,N,Y,N,N,N,N,0,25 GHIM MOH LINK,1.308118863,103.7860494
25,3710,HOUGANG AVE 3,14,1977,Y,N,N,Y,N,N,247,25 HOUGANG AVE 3,1.365826423,103.891706
25,3711,JLN BERSEH,16,1978,Y,Y,N,Y,N,N,298,25 JLN BERSEH,1.306215164,103.8582215
25,3712,JLN MEMBINA,1,2008,N,N,N,N,N,Y,0,25 JLN MEMBINA,1.283644546,103.8259552
25,3717,ST. GEORGE'S LANE,2,2019,N,N,N,Y,N,N,0,25 ST. GEORGE'S LANE,1.322268325,103.8620657
25A,3723,CHAI CHEE RD,1,1991,N,Y,N,N,N,N,0,25A CHAI CHEE RD,1.323290228,103.9241518
25A,3725,ST. GEORGE'S LANE,34,2019,Y,N,N,Y,N,N,287,25A ST. GEORGE'S LANE,1.321922129,103.8617908
251A,3752,CHOA CHU KANG AVE 2,5,1993,N,N,N,N,Y,N,0,251A CHOA CHU KANG AVE 2,1.378756011,103.7449443
252A,3764,COMPASSVALE ST,1,2000,N,N,N,N,N,Y,0,252A COMPASSVALE ST,1.393720667,103.9004723
253,3769,CHOA CHU KANG AVE 1,1,1994,N,Y,Y,Y,N,N,0,253 CHOA CHU KANG AVE 1,1.377439626,103.7443832
253A,3780,CHOA CHU KANG AVE 1,4,1993,N,N,N,N,Y,N,0,253A CHOA CHU KANG AVE 1,1.377409164,103.7439408
254,3788,JURONG EAST ST 24,1,2006,N,N,Y,N,N,N,0,254 JURONG EAST ST 24,1.343488185,103.7377384
254A,3795,SERANGOON CTRL DR,1,1988,N,Y,N,N,N,N,0,254A SERANGOON CTRL DR,1.35398521,103.8713595
255,3801,JURONG EAST ST 24,2,1983,N,Y,N,Y,N,N,0,255 JURONG EAST ST 24,1.344346149,103.7379384
255A,3808,ANG MO KIO ST 21,2,2001,N,N,N,N,Y,N,0,255A ANG MO KIO ST 21,1.37042907,103.8346713
255A,3809,PASIR RIS ST 21,1,1993,N,N,N,N,N,Y,0,255A PASIR RIS ST 21,1.367988266,103.963983
256,3811,BANGKIT RD,3,1990,N,Y,N,N,N,N,0,256 BANGKIT RD,1.379047759,103.773004
256,3820,SUMANG WALK,6,2015,N,N,N,N,Y,N,0,256 SUMANG WALK,1.405534903,103.8955145
256A,3823,ANG MO KIO ST 21,2,2000,N,N,N,N,Y,N,0,256A ANG MO KIO ST 21,1.370395705,103.8359046
256A,3824,COMPASSVALE RD,6,1998,N,N,N,N,Y,N,0,256A COMPASSVALE RD,1.393621496,103.8995301
256A,3826,SERANGOON CTRL DR,1,1997,N,N,N,N,N,Y,0,256A SERANGOON CTRL DR,1.355216301,103.8716276
256A,3827,SIMEI ST 1,5,1995,N,N,N,N,Y,N,0,256A SIMEI ST 1,1.342526089,103.9522935
257,3831,ANG MO KIO AVE 4,12,1976,Y,N,N,Y,N,N,264,257 ANG MO KIO AVE 4,1.370170114,103.8357825
257,3836,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,0,257 COMPASSVALE RD,1.392944275,103.8979576
257,3841,SUMANG WALK,1,2016,N,N,N,N,N,Y,0,257 SUMANG WALK,1.405235611,103.8956418
257A,3844,BOON LAY DR,5,1993,N,N,N,N,Y,N,0,257A BOON LAY DR,1.345986769,103.7075647
257A,3846,PASIR RIS ST 21,4,1993,N,N,N,N,Y,N,0,257A PASIR RIS ST 21,1.36755918,103.9632633
257A,3847,SERANGOON CTRL DR,4,1997,N,N,N,N,Y,N,0,257A SERANGOON CTRL DR,1.355208528,103.8723656
258,3854,BT PANJANG RING RD,2,1988,N,Y,N,N,N,N,0,258 BT PANJANG RING RD,1.377896535,103.7731538
258,3855,COMPASSVALE RD,1,1999,N,N,N,N,N,Y,0,258 COMPASSVALE RD,1.393603481,103.8968137
258,3858,PASIR RIS ST 21,5,1995,N,Y,N,Y,N,N,0,258 PASIR RIS ST 21,1.367073575,103.9646322
258,3859,PUNGGOL FIELD,1,2015,N,N,N,N,N,Y,0,258 PUNGGOL FIELD,1.404209798,103.8956389
259,3875,COMPASSVALE RD,5,1999,N,N,N,N,Y,N,0,259 COMPASSVALE RD,1.393532425,103.8965613
259,3878,PASIR RIS ST 21,2,1995,N,Y,N,N,N,N,0,259 PASIR RIS ST 21,1.36645364,103.9645985
259,3879,PUNGGOL FIELD,7,2014,N,N,N,N,Y,N,0,259 PUNGGOL FIELD,1.404466613,103.8953349
259A,3882,BANGKIT RD,5,1988,N,Y,N,N,Y,N,0,259A BANGKIT RD,1.377507276,103.7736056
259B,3885,BANGKIT RD,15,2015,N,N,N,N,Y,N,0,259B BANGKIT RD,1.377762325,103.7735167
26,3895,JLN MEMBINA,7,2007,N,Y,N,N,Y,N,0,26 JLN MEMBINA,1.282634376,103.8255958
26,3899,SECTOR A SIN MING IND EST,12,1974,Y,N,N,Y,N,N,396,26 SECTOR A SIN MING IND EST,1.355800858,103.8405459
26,3900,ST. GEORGE'S LANE,8,2018,N,N,N,N,Y,N,0,26 ST. GEORGE'S LANE,1.322457029,103.8624162
26A,3906,CHAI CHEE RD,2,1991,N,Y,N,N,N,N,0,26A CHAI CHEE RD,1.323700479,103.9234972
26A,3908,ST. GEORGE'S LANE,32,2018,Y,N,N,Y,N,N,240,26A ST. GEORGE'S LANE,1.322537166,103.8623374
26B,3910,ST. GEORGE'S LANE,32,2018,Y,N,N,Y,N,N,211,26B ST. GEORGE'S LANE,1.322451392,103.8624098
260,3913,ANG MO KIO ST 21,6,2016,N,Y,N,Y,Y,N,0,260 ANG MO KIO ST 21,1.368916171,103.8344995
260,3914,BANGKIT RD,2,1988,N,Y,N,N,N,N,0,260 BANGKIT RD,1.377940562,103.7733378
260,3919,KIM KEAT AVE,4,2002,N,Y,N,N,Y,N,0,260 KIM KEAT AVE,1.331999623,103.8573785
260,3920,SENGKANG EAST WAY,5,1999,N,N,N,N,Y,N,0,260 SENGKANG EAST WAY,1.393736417,103.8958166
260A,3923,ANG MO KIO ST 21,28,2016,Y,N,N,N,N,N,133,260A ANG MO KIO ST 21,1.369289348,103.8341319
260B,3926,ANG MO KIO ST 21,26,2016,Y,N,N,Y,N,N,150,260B ANG MO KIO ST 21,1.3688641,103.8339542
260C,3929,ANG MO KIO ST 21,1,2017,N,N,N,N,N,Y,0,260C ANG MO KIO ST 21,1.369470414,103.8338275
261,3936,COMPASSVALE ST,5,1999,N,N,N,N,Y,N,0,261 COMPASSVALE ST,1.394807641,103.8946083
261,3938,PUNGGOL WAY,7,2014,N,Y,N,N,Y,Y,0,261 PUNGGOL WAY,1.405413536,103.8968239
261,3941,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,139,261 TOA PAYOH EAST,1.333503862,103.8552378
261,3942,WATERLOO ST,5,1978,N,Y,N,Y,N,N,0,261 WATERLOO ST,1.298787526,103.851967
261A,3946,TOA PAYOH EAST,7,2018,N,N,N,Y,Y,Y,0,261A TOA PAYOH EAST,1.333726214,103.8557184
262,3955,COMPASSVALE ST,1,2000,N,N,N,N,N,Y,0,262 COMPASSVALE ST,1.395106871,103.8951278
262,3959,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,138,262 TOA PAYOH EAST,1.333204404,103.8556183
262A,3962,BOON LAY DR,1,1994,N,N,N,N,N,Y,0,262A BOON LAY DR,1.345659089,103.7072552
263,3970,COMPASSVALE ST,1,2002,N,Y,N,N,N,N,0,263 COMPASSVALE ST,1.394848165,103.8960423
263,3974,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,140,263 TOA PAYOH EAST,1.332963864,103.8554474
263A,3977,BISHAN ST 22,5,1991,N,N,N,N,Y,N,0,263A BISHAN ST 22,1.359184399,103.8419546
264,3982,PUNGGOL WAY,1,2014,N,N,N,N,N,Y,0,264 PUNGGOL WAY,1.406140153,103.8990243
264,3983,SERANGOON CTRL,3,1988,N,Y,N,Y,Y,N,0,264 SERANGOON CTRL,1.352274083,103.8721032
264,3985,TOA PAYOH EAST,36,2018,Y,N,N,N,N,N,140,264 TOA PAYOH EAST,1.332464536,103.8552375
265,3998,COMPASSVALE LINK,1,2006,N,N,N,N,N,Y,0,265 COMPASSVALE LINK,1.382052524,103.8953673
265,3999,SERANGOON CTRL DR,4,1989,N,Y,N,N,N,N,0,265 SERANGOON CTRL DR,1.352963762,103.8714722
266,4015,COMPASSVALE BOW,8,2005,N,Y,N,Y,Y,N,0,266 COMPASSVALE BOW,1.381877713,103.8970399
