address,latitude,longitude
225 TAMPINES ST 23,1.35510675,103.9540519
837 TAMPINES ST 83,1.3508583,103.9344393
296 TAMPINES ST 22,1.35096935,103.9554797
290 TAMPINES ST 22,1.3498676,103.9545905
857 TAMPINES ST 83,1.35427115,103.9351526
122 SIMEI ST 1,1.34544465,103.9523895
4 UPP ALJUNIED LANE,1.3335547,103.8790926
72 LOR 5 TOA PAYOH,1.3338973,103.8520542
186 TOA PAYOH CTRL,1.3326333,103.8501947
207 TOA PAYOH NTH,1.3424077,103.8451932
89 LOR 2 TOA PAYOH,1.33252575,103.8473865
214 LOR 8 TOA PAYOH,1.3418441,103.854433
224 LOR 8 TOA PAYOH,1.3411735,103.8560902
132 POTONG PASIR AVE 1,1.33413635,103.8656342
118 POTONG PASIR AVE 1,1.33548205,103.8626287
27 MARSILING DR,1.44226575,103.7741895
152 WOODLANDS ST 13,1.43508865,103.7742658
129 MARSILING RISE,1.4378015,103.7787216
118 YISHUN RING RD,1.4359499,103.8285793
746 YISHUN ST 72,1.4288973,103.8334859
133 YISHUN ST 11,1.4325496,103.8308141
707 YISHUN AVE 5,1.42893755,103.8277733
253 YISHUN RING RD,1.4349478,103.8405389
228 YISHUN ST 21,1.4353951,103.8375774
230 YISHUN ST 21,1.4345751,103.8366123
246 YISHUN AVE 9,1.43500145,103.8425518
256 YISHUN RING RD,1.434102,103.840005
735 YISHUN ST 72,1.4288487,103.8312562
227 YISHUN ST 21,1.4351209,103.8366601
202 YISHUN ST 21,1.4307065,103.8372002
327 ANG MO KIO AVE 3,1.3670325,103.8469208
426 ANG MO KIO AVE 3,1.3695214,103.8532909
119 ANG MO KIO AVE 3,1.3696368,103.8448856
413 ANG MO KIO AVE 10,1.363528,103.853702
636 ANG MO KIO AVE 6,1.3812036,103.8433382
649 ANG MO KIO AVE 5,1.3774646,103.8434195
635 ANG MO KIO AVE 6,1.3808241,103.8424115
151 ANG MO KIO AVE 5,1.376726,103.8411212
153 ANG MO KIO AVE 5,1.3763727,103.8420742
540 ANG MO KIO AVE 10,1.3751224,103.8551687
108 BEDOK NTH RD,1.3327098,103.9361971
74 BEDOK NTH RD,1.3274812,103.9420891
553 BEDOK NTH AVE 1,1.33145255,103.9277357
552 BEDOK NTH AVE 1,1.33188455,103.9278257
409 BEDOK NTH AVE 2,1.32807685,103.9329563
410 BEDOK NTH AVE 2,1.32786405,103.9318518
601 BEDOK RESERVOIR RD,1.3299513,103.911365
101 BEDOK RESERVOIR RD,1.32851935,103.9099539
104 BEDOK RESERVOIR RD,1.3292405,103.9098864
131 BEDOK RESERVOIR RD,1.33314205,103.911704
306 SHUNFU RD,1.3502412,103.8392948
263 BT BATOK EAST AVE 4,1.35028495,103.7591537
233 BT BATOK EAST AVE 5,1.34873155,103.7552869
247 BT BATOK EAST AVE 5,1.3499039,103.7569869
241 BT BATOK EAST AVE 5,1.35075485,103.7552966
255 BT BATOK EAST AVE 4,1.3501511,103.7585309
259 BT BATOK EAST AVE 4,1.35110895,103.7597997
302 BT BATOK ST 31,1.35710715,103.7484533
341 BT BATOK ST 34,1.3627727,103.7491834
360 BT BATOK ST 31,1.3610383,103.7506615
367 BT BATOK ST 31,1.3603308,103.7497186
113 JLN BT MERAH,1.2805225,103.8258442
14 TAMAN HO SWEE,1.2876934,103.8323247
24 BEO CRES,1.2891495,103.82677
27 LIM LIAK ST,1.28544075,103.8308348
10 TELOK BLANGAH CRES,1.27773095,103.8197612
49 TELOK BLANGAH DR,1.2722038,103.8111424
56 TELOK BLANGAH HTS,1.27425325,103.8125695
47 TELOK BLANGAH DR,1.27204755,103.8101808
67 TELOK BLANGAH DR,1.27466215,103.8097514
109 SPOTTISWOODE PK RD,1.2741055,103.8366159
161 BT MERAH CTRL,1.2841611,103.8160563
8 KIM TIAN PL,1.28300305,103.827322
9 JLN KUKOH,1.2872445,103.8394871
434 CLEMENTI AVE 3,1.314576,103.7616991
376 CLEMENTI AVE 4,1.3182474,103.766178
202 CLEMENTI AVE 6,1.3206727,103.7627721
20 BALAM RD,1.3308788,103.8875279
93 PAYA LEBAR WAY,1.3237374,103.8850678
15 EUNOS CRES,1.3238642,103.9033915
52 SIMS PL,1.3166468,103.8804188
7 HOUGANG AVE 3,1.3623242,103.8934887
102 HOUGANG AVE 1,1.3350184,103.892416
230 HOUGANG AVE 1,1.3590215,103.8883717
101 HOUGANG AVE 1,1.3548655,103.8912883
240 HOUGANG ST 22,1.3564232,103.89069
708 HOUGANG AVE 2,1.3666095,103.8893295
415 HOUGANG AVE 10,1.375203,103.8964763
336 HOUGANG AVE 7,1.3693531,103.8982675
245 JURONG EAST ST 24,1.343129,103.7389957
204 JURONG EAST ST 21,1.3374603,103.7416346
47 TEBAN GDNS RD,1.3201163,103.7400046
552 JURONG WEST ST 42,1.352804,103.7179927
473 JURONG WEST ST 41,1.34857305,103.7229131
548 JURONG WEST ST 42,1.3534262,103.7158654
460 JURONG WEST ST 41,1.349925,103.7207311
61 JLN TENTERAM,1.3279452,103.8575924
76 LOR LIMAU,1.3250826,103.8548329
466 CRAWFORD LANE,1.3054635,103.8620908
17 MARINE TER,1.3034901,103.9143608
76 MARINE DR,1.30328395,103.9078699
112 C'WEALTH CRES,1.3067036,103.7982466
21 HOLLAND DR,1.3109624,103.7923652
8 GHIM MOH RD,1.3108686,103.7872638
38 DOVER RD,1.2989895,103.7821983
5 DOVER CRES,1.3041405,103.7825227
220 SERANGOON AVE 4,1.3587197,103.8722494
112 SERANGOON NTH AVE 1,1.3692294,103.8716567
124 SERANGOON NTH AVE 1,1.3663127,103.871659
288 TAMPINES ST 22,1.34876075,103.9546606
165 TAMPINES ST 12,1.34922885,103.9461291
256 TAMPINES ST 21,1.35306215,103.9498029
140 TAMPINES ST 12,1.34760725,103.9438437
158 TAMPINES ST 12,1.35136855,103.945881
444 TAMPINES ST 42,1.358295,103.9514143
854 TAMPINES ST 82,1.3530402,103.9365044
406 TAMPINES ST 41,1.35808695,103.9459777
112 LOR 1 TOA PAYOH,1.3415266,103.8454598
3 LOR 7 TOA PAYOH,1.3385756,103.855213
34 LOR 5 TOA PAYOH,1.3347853,103.8542082
158 LOR 1 TOA PAYOH,1.3316069,103.8447348
202 TOA PAYOH NTH,1.3408301,103.8497406
13 JOO SENG RD,1.3354265,103.8794124
216 MARSILING LANE,1.445793,103.7720716
334 WOODLANDS ST 32,1.4300619,103.780484
157 WOODLANDS ST 13,1.4344039,103.7747318
177 WOODLANDS ST 13,1.4343179,103.778106
109 YISHUN RING RD,1.4328078,103.8286502
747 YISHUN ST 72,1.4282277,103.8334545
244 YISHUN RING RD,1.4340081,103.8411899
201 YISHUN ST 21,1.430742,103.8381483
738 YISHUN ST 72,1.429329,103.8324244
261 YISHUN ST 22,1.4362462,103.8381999
157 YISHUN ST 11,1.43221095,103.8340837
768 YISHUN AVE 3,1.42442185,103.8338866
757 YISHUN ST 72,1.42653205,103.8345088
286 YISHUN AVE 6,1.4401693,103.83871
352 YISHUN RING RD,1.42646335,103.8449438
215 ANG MO KIO AVE 1,1.3666063,103.8415379
218 ANG MO KIO AVE 1,1.36513405,103.8417987
306 ANG MO KIO AVE 1,1.3658218,103.8457797
303 ANG MO KIO AVE 1,1.3666825,103.8453251
205 ANG MO KIO AVE 1,1.3669534,103.8436151
131 ANG MO KIO AVE 3,1.3710087,103.8417759
467 ANG MO KIO AVE 10,1.3653901,103.8568163
472 ANG MO KIO AVE 10,1.3631216,103.8581327
468 ANG MO KIO AVE 10,1.36497495,103.856345
553 ANG MO KIO AVE 10,1.3725659,103.8572795
562 ANG MO KIO AVE 3,1.3701757,103.859045
428 BEDOK NTH RD,1.329688,103.928049
509 BEDOK NTH ST 3,1.3334195,103.9313563
521 BEDOK NTH AVE 1,1.33023815,103.9270801
406 BEDOK NTH AVE 3,1.32820645,103.9345206
214 BEDOK NTH ST 1,1.32584045,103.9325919
627 BEDOK RESERVOIR RD,1.3339533,103.9156148
704 BEDOK RESERVOIR RD,1.3365985,103.9203977
721 BEDOK RESERVOIR RD,1.33634465,103.9262878
63 CHAI CHEE RD,1.326024,103.9215356
107 BEDOK RESERVOIR RD,1.32987255,103.9092359
108 BEDOK RESERVOIR RD,1.33022785,103.9095374
109 BEDOK RESERVOIR RD,1.32980455,103.9097966
116 BEDOK RESERVOIR RD,1.3310441,103.9086594
617 BEDOK RESERVOIR RD,1.33308425,103.9164981
404 SIN MING AVE,1.362676,103.8342567
405 SIN MING AVE,1.3628505,103.8347458
144 BT BATOK WEST AVE 6,1.3500235,103.7442577
131 BT BATOK WEST AVE 6,1.3507841,103.746252
148 BT BATOK WEST AVE 6,1.3492606,103.7438226
201 BT BATOK ST 21,1.3459292,103.7479007
266 BT BATOK EAST AVE 4,1.3491295,103.7603587
101 BT BATOK WEST AVE 6,1.3467887,103.7469058
170 BT BATOK WEST AVE 8,1.3465523,103.7402816
245 BT BATOK EAST AVE 5,1.34969295,103.7573182
212 BT BATOK ST 21,1.34696405,103.7519258
370 BT BATOK ST 31,1.36002175,103.7498946
306 BT BATOK ST 31,1.35827975,103.7475629
264 BT BATOK EAST AVE 4,1.3498778,103.7590412
312 BT BATOK ST 32,1.3598712,103.7475668
346 BT BATOK ST 34,1.3624634,103.7505644
238 BT BATOK EAST AVE 5,1.34997735,103.7545157
368 BT BATOK ST 31,1.36035225,103.7507042
364 BT BATOK ST 31,1.3606451,103.7493569
361 BT BATOK ST 31,1.3607088,103.7509789
523 BT BATOK ST 52,1.3566917,103.7525061
107 JLN BT MERAH,1.2798711,103.8247968
29 LIM LIAK ST,1.2853913,103.8303996
43 MOH GUAN TER,1.2836697,103.8301452
31 TELOK BLANGAH RISE,1.27228895,103.8207997
131 JLN BT MERAH,1.2801336,103.8283184
117 BT MERAH CTRL,1.2837258,103.8154224
74 TELOK BLANGAH HTS,1.275357,103.8088328
52 TELOK BLANGAH DR,1.2738502,103.8113105
53 TELOK BLANGAH DR,1.27430575,103.811503
77 TELOK BLANGAH DR,1.2739768,103.8088961
142 JLN BT MERAH,1.2770202,103.8280747
17 REDHILL CL,1.2852035,103.8176651
2 REDHILL CL,1.28439975,103.8172656
9 JLN RUMAH TINGGI,1.2889004,103.808382
108 BT PURMEI RD,1.2734415,103.8254768
3 DELTA AVE,1.2917878,103.8272873
52 LENGKOK BAHRU,1.2884463,103.8129011
2 QUEEN'S RD,1.317798,103.8072476
1 ROCHOR RD,1.302414,103.8552154
635 VEERASAMY RD,1.30651675,103.8554322
25 TECK WHYE LANE,1.3779575,103.7551673
5 TECK WHYE AVE,1.3820746,103.7536204
3 TECK WHYE AVE,1.38244355,103.7526067
357 CLEMENTI AVE 2,1.3140401,103.7692856
321 CLEMENTI AVE 5,1.3165777,103.7663856
332 CLEMENTI AVE 2,1.31474555,103.7675091
430 CLEMENTI AVE 3,1.31327085,103.7626223
613 CLEMENTI WEST ST 1,1.30336975,103.7675525
59 CIRCUIT RD,1.3252225,103.8867829
50 CIRCUIT RD,1.3248897,103.8855086
60 CIRCUIT RD,1.3255238,103.8866251
104 ALJUNIED CRES,1.3200682,103.8828289
110 ALJUNIED CRES,1.31998115,103.8844555
107 ALJUNIED CRES,1.31895345,103.8843305
10 PINE CL,1.30906845,103.8820522
415 EUNOS RD 5,1.31832005,103.8976593
327 UBI AVE 1,1.3269813,103.9041224
54 PIPIT RD,1.3240944,103.8872736
319 UBI AVE 1,1.3281733,103.9034965
112 HOUGANG AVE 1,1.3544167,103.8886047
118 HOUGANG AVE 1,1.3534494,103.8875143
332 HOUGANG AVE 5,1.3685527,103.8977776
235 HOUGANG ST 21,1.357353,103.888564
238 HOUGANG AVE 1,1.3572458,103.889389
236 HOUGANG AVE 1,1.35785525,103.8889491
143 LOR AH SOO,1.3522994,103.883012
706 HOUGANG AVE 2,1.36594525,103.8886066
602 HOUGANG AVE 4,1.3712178,103.886933
603 HOUGANG AVE 4,1.3714651,103.8862848
709 HOUGANG AVE 2,1.367034,103.8881832
701 HOUGANG AVE 2,1.3686789,103.8822937
702 HOUGANG AVE 2,1.36581505,103.8896887
623 HOUGANG AVE 8,1.3705035,103.8823226
408 HOUGANG AVE 10,1.37303715,103.8950447
412 PANDAN GDNS,1.31958995,103.7470898
238 JURONG EAST ST 21,1.34069105,103.7406027
263 JURONG EAST ST 24,1.34437595,103.7416124
303 JURONG EAST ST 32,1.3480196,103.7320782
332 JURONG EAST AVE 1,1.35142135,103.729913
217 JURONG EAST ST 21,1.33994885,103.7380699
219 JURONG EAST ST 21,1.3407551,103.7380336
44 TEBAN GDNS RD,1.3208104,103.7415654
7 YUNG KUANG RD,1.3307393,103.7223969
529 JURONG WEST ST 52,1.3484196,103.7162289
538 JURONG WEST AVE 1,1.3500793,103.7156496
479 JURONG WEST ST 41,1.34718365,103.724518
546 JURONG WEST ST 42,1.3526816,103.7152248
421 JURONG WEST ST 42,1.35024775,103.7271629
466 JURONG WEST ST 41,1.3498512,103.7226758
55 GEYLANG BAHRU,1.32409045,103.8685965
467 NTH BRIDGE RD,1.305254,103.8628852
804 KING GEORGE'S AVE,1.308095,103.860662
107 JLN RAJAH,1.32786285,103.8550838
102 TOWNER RD,1.3205965,103.8620513
28 MARINE CRES,1.30345725,103.9133522
34 MARINE CRES,1.3039318,103.9124638
92 C'WEALTH DR,1.3058456,103.8002594
85 C'WEALTH CL,1.3040843,103.7992561
94 C'WEALTH DR,1.3056116,103.8007526
87 C'WEALTH CL,1.3047708,103.7993214
95 C'WEALTH DR,1.3054447,103.8010607
64 C'WEALTH DR,1.2993303,103.7972058
75 C'WEALTH DR,1.3012086,103.7960597
158 MEI LING ST,1.2925527,103.803063
170 STIRLING RD,1.29090075,103.8030815
168A QUEENSWAY,1.2891149,103.803549
10 HOLLAND AVE,1.30813055,103.7942691
27 DOVER CRES,1.305359,103.7813448
107 SERANGOON NTH AVE 1,1.36991005,103.8702301
237 SERANGOON AVE 3,1.3541312,103.8702566
222 SERANGOON AVE 4,1.3586475,103.8714748
101 TAMPINES ST 11,1.3472489,103.9449983
254 TAMPINES ST 21,1.35295305,103.9493648
143 TAMPINES ST 12,1.348073,103.9435794
142 TAMPINES ST 12,1.34868365,103.9448676
284 TAMPINES ST 22,1.34902845,103.9526567
239 TAMPINES ST 21,1.3547727,103.9466075
807 TAMPINES AVE 4,1.3458673,103.93604
127 TAMPINES ST 11,1.3454951,103.9507301
241 TAMPINES ST 21,1.3546003,103.9471336
852 TAMPINES ST 82,1.352682,103.9364788
410 TAMPINES ST 41,1.35879605,103.9462588
415 TAMPINES ST 41,1.3595272,103.946957
110 LOR 1 TOA PAYOH,1.34193865,103.8461815
118 LOR 1 TOA PAYOH,1.3395596,103.8448991
3 UPP ALJUNIED LANE,1.3347649,103.8799005
167 LOR 1 TOA PAYOH,1.3337629,103.8427998
184 TOA PAYOH CTRL,1.3328008,103.8500323
201 TOA PAYOH NTH,1.34143505,103.8500891
231 LOR 8 TOA PAYOH,1.33735235,103.8595388
125 POTONG PASIR AVE 1,1.3354678,103.8651772
131 POTONG PASIR AVE 1,1.3343647,103.8653267
12 JOO SENG RD,1.33588,103.8789621
119 POTONG PASIR AVE 1,1.33478895,103.8631192
109 POTONG PASIR AVE 1,1.33484505,103.8674372
9 MARSILING DR,1.44127615,103.7764613
120 MARSILING RISE,1.43907045,103.7809732
123 MARSILING RISE,1.4391069,103.7790771
101 WOODLANDS ST 13,1.435512,103.7815025
106 WOODLANDS ST 13,1.4367687,103.7823135
103 WOODLANDS ST 13,1.4365928,103.7810649
333 WOODLANDS ST 32,1.4297619,103.780032
151 WOODLANDS ST 13,1.43541775,103.7742409
149 WOODLANDS ST 13,1.4357409,103.7731477
251 YISHUN RING RD,1.4347925,103.8413913
122 YISHUN ST 11,1.4350245,103.831219
213 YISHUN ST 21,1.4317577,103.8368426
281 YISHUN ST 22,1.4390173,103.8374929
232 YISHUN ST 21,1.43467495,103.8373241
745 YISHUN ST 72,1.4292533,103.8335556
771 YISHUN AVE 3,1.4240134,103.8325924
766 YISHUN AVE 3,1.42476395,103.8339162
147 YISHUN ST 11,1.4311876,103.8318654
208 YISHUN ST 21,1.4310014,103.8374268
206 YISHUN ST 21,1.431295,103.8368106
724 YISHUN ST 71,1.4264651,103.8298644
758 YISHUN ST 72,1.4260341,103.8343073
755 YISHUN ST 72,1.42683795,103.8324123
643 YISHUN ST 61,1.4213002,103.8374116
272 YISHUN ST 22,1.438041,103.8395888
289 YISHUN AVE 6,1.440455,103.8391798
773 YISHUN AVE 3,1.42336745,103.8326167
718 YISHUN ST 71,1.4266274,103.8283455
207 ANG MO KIO AVE 1,1.3658634,103.8428741
321 ANG MO KIO AVE 1,1.3651213,103.848429
311 ANG MO KIO AVE 3,1.3666574,103.8487872
114 ANG MO KIO AVE 4,1.3726059,103.8362046
437 ANG MO KIO AVE 10,1.3672605,103.8530668
452 ANG MO KIO AVE 10,1.3689723,103.8560611
577 ANG MO KIO AVE 10,1.3717779,103.8558049
554 ANG MO KIO AVE 10,1.3727292,103.8578338
60 NEW UPP CHANGI RD,1.32246505,103.9412868
44 BEDOK STH RD,1.3325046,103.9225781
123 BEDOK NTH ST 2,1.32918895,103.9373558
516 BEDOK NTH AVE 2,1.33102305,103.9300619
546 BEDOK NTH ST 3,1.3308022,103.925631
624 BEDOK RESERVOIR RD,1.3342233,103.9163717
619 BEDOK RESERVOIR RD,1.3334453,103.9176775
720 BEDOK RESERVOIR RD,1.33594775,103.9249175
162 BEDOK STH RD,1.3196312,103.9460777
155 BEDOK STH AVE 3,1.3185296,103.9461111
542 BEDOK NTH ST 3,1.33059935,103.9226309
147 BEDOK RESERVOIR RD,1.3348851,103.9117342
302 SHUNFU RD,1.34955705,103.8392099
109 BISHAN ST 12,1.3467475,103.8479996
108 BISHAN ST 12,1.346732,103.8473358
114 BT BATOK WEST AVE 6,1.3488447,103.7460455
173 BT BATOK WEST AVE 8,1.3460068,103.7408408
268 BT BATOK EAST AVE 4,1.3492383,103.7592403
304 BT BATOK ST 31,1.35748635,103.7479861
318 BT BATOK ST 32,1.3609538,103.7470778
271 BT BATOK EAST AVE 4,1.3483124,103.7586552
323 BT BATOK ST 33,1.36129625,103.7482001
333 BT BATOK ST 32,1.36416545,103.7478149
267 BT BATOK EAST AVE 4,1.3488391,103.7599171
340 BT BATOK ST 34,1.36311655,103.7495538
20 JLN KLINIK,1.2881626,103.8290664
37 LIM LIAK ST,1.2850806,103.8304894
37 TELOK BLANGAH RISE,1.27270945,103.8228726
116 BT MERAH CTRL,1.2839699,103.8149968
149 SILAT AVE,1.2773862,103.8317499
6 REDHILL CL,1.28477355,103.8169362
4 DELTA AVE,1.29179375,103.8265561
8 TG PAGAR PLAZA,1.2772615,103.8428559
233 BAIN ST,1.2968006,103.8539024
11 TECK WHYE LANE,1.3797394,103.754954
356 CLEMENTI AVE 2,1.31392145,103.7699297
335 CLEMENTI AVE 2,1.3169821,103.7685801
605 CLEMENTI WEST ST 1,1.30535695,103.7681128
377 CLEMENTI AVE 5,1.31753575,103.7680446
712 CLEMENTI WEST ST 2,1.30496565,103.7618824
111 ALJUNIED CRES,1.32040565,103.8842628
126 ALJUNIED RD,1.3236049,103.8822005
842 SIMS AVE,1.3180851,103.9018261
332 UBI AVE 1,1.3269976,103.9026479
345 UBI AVE 1,1.32591345,103.8990674
344 UBI AVE 1,1.3263042,103.8995123
341 UBI AVE 1,1.3267661,103.9018154
53 PIPIT RD,1.3241684,103.8870343
338 UBI AVE 1,1.32616425,103.9021618
339 UBI AVE 1,1.3264601,103.9019797
606 HOUGANG AVE 4,1.3707347,103.8859893
605 HOUGANG AVE 4,1.3709451,103.8865219
608 HOUGANG AVE 4,1.3708862,103.8853986
620 HOUGANG AVE 8,1.37019715,103.8837965
407 HOUGANG AVE 10,1.37316025,103.8959609
607 HOUGANG AVE 4,1.3702138,103.8861027
601 HOUGANG AVE 4,1.3707937,103.8872567
413 HOUGANG AVE 10,1.3745694,103.8956204
661 HOUGANG AVE 4,1.3741499,103.8827024
111 JURONG EAST ST 13,1.33877265,103.7356474
30 TEBAN GDNS RD,1.3208535,103.7390995
113 JURONG EAST ST 13,1.3388458,103.7350666
311 JURONG EAST ST 32,1.3476338,103.7326003
542 JURONG WEST AVE 1,1.3513024,103.7155058
414 JURONG WEST ST 42,1.3528121,103.7260107
410 JURONG WEST ST 42,1.3536312,103.7264642
453 JURONG WEST ST 42,1.35130025,103.7174366
32 JLN BAHAGIA,1.3261976,103.8581181
58 JLN MA'MOR,1.3281376,103.8575548
10 UPP BOON KENG RD,1.3142776,103.8718536
95 WHAMPOA DR,1.32220845,103.8562187
74 WHAMPOA DR,1.3247292,103.8578382
106 JLN RAJAH,1.32835865,103.8549948
19 ST. GEORGE'S RD,1.3243953,103.8626479
10 JLN BATU,1.3020963,103.8828882
7 ST. GEORGE'S LANE,1.3236713,103.8590924
58 MARINE TER,1.3059193,103.9136952
110 C'WEALTH CRES,1.3069067,103.798655
61 C'WEALTH DR,1.2984225,103.7965881
19 HOLLAND DR,1.3106071,103.7915227
15 HOLLAND DR,1.30781065,103.7929386
14 GHIM MOH RD,1.30885435,103.7891665
243 SERANGOON AVE 2,1.35282145,103.8686466
208 SERANGOON CTRL,1.3542741,103.8738907
803 TAMPINES AVE 4,1.3453569,103.9380407
422 TAMPINES ST 41,1.35730485,103.9470114
401 TAMPINES ST 41,1.3571648,103.9449015
424 TAMPINES ST 41,1.3574324,103.9482419
411 TAMPINES ST 41,1.359146,103.9462451
842 TAMPINES ST 82,1.35116295,103.9379373
440 TAMPINES ST 43,1.3607377,103.9514154
459 TAMPINES ST 42,1.3581762,103.9536382
465 TAMPINES ST 44,1.359539,103.9546405
468 TAMPINES ST 44,1.36033245,103.9551461
937 TAMPINES AVE 5,1.34721705,103.941624
179 TOA PAYOH CTRL,1.3338879,103.8500755
228 LOR 8 TOA PAYOH,1.33887175,103.8585859
122 POTONG PASIR AVE 1,1.3350178,103.8663019
140 POTONG PASIR AVE 3,1.3338385,103.8669405
28 MARSILING DR,1.4427846,103.7737162
201 MARSILING DR,1.4427403,103.7754483
110 WOODLANDS ST 13,1.4376013,103.7815893
762 YISHUN ST 72,1.4256595,103.8341094
132 YISHUN ST 11,1.4327612,103.8314366
739 YISHUN AVE 5,1.4297275,103.8321105
268 YISHUN ST 22,1.4371244,103.8395349
260 YISHUN ST 22,1.4355068,103.8392913
140 YISHUN RING RD,1.4311779,103.8305688
283 YISHUN AVE 6,1.4393866,103.8390594
224 YISHUN ST 21,1.4342836,103.835097
257 YISHUN RING RD,1.43467,103.8393843
110 YISHUN RING RD,1.43334025,103.8291684
730 YISHUN ST 71,1.42682485,103.8318013
760 YISHUN ST 72,1.4258651,103.8324751
725 YISHUN ST 71,1.4269295,103.8306886
774 YISHUN AVE 3,1.42377375,103.8317871
322 ANG MO KIO AVE 3,1.3683078,103.8477606
181 ANG MO KIO AVE 5,1.37672205,103.8372967
414 BEDOK NTH AVE 2,1.33002315,103.9299176
512 BEDOK NTH AVE 2,1.3333456,103.9292457
183 BISHAN ST 13,1.35045045,103.8524934
179 BISHAN ST 13,1.34860065,103.8518574
163 BISHAN ST 13,1.34804965,103.8562422
326 BT BATOK ST 33,1.36258175,103.7481578
366 BT BATOK ST 31,1.360424,103.7488048
336 BT BATOK ST 32,1.3645094,103.7485597
331 BT BATOK ST 33,1.36381795,103.7474076
272 BT BATOK EAST AVE 4,1.34859435,103.7576629
327 BT BATOK ST 33,1.36284735,103.7478566
113 BT MERAH VIEW,1.2864014,103.8229828
23 KG BAHRU HILL,1.27656785,103.8329469
9 REDHILL CL,1.28492285,103.8163778
269A QUEEN ST,1.2960402,103.8512436
328 CLEMENTI AVE 2,1.3150804,103.766864
375 CLEMENTI AVE 4,1.31847775,103.7667668
445 CLEMENTI AVE 3,1.31259195,103.7646213
117 CLEMENTI ST 13,1.324403,103.7713058
11 HAIG RD,1.3147594,103.896662
9 HAIG RD,1.3144242,103.8959814
17 EUNOS CRES,1.32338375,103.9043595
54 CASSIA CRES,1.3102012,103.884418
844 SIMS AVE,1.31798245,103.9011663
330 UBI AVE 1,1.3264445,103.9039304
347 UBI AVE 1,1.32564975,103.8997638
348 UBI AVE 1,1.32617055,103.9006105
6 HOUGANG AVE 3,1.3742675,103.8920454
122 HOUGANG AVE 1,1.3538,103.886359
405 HOUGANG AVE 10,1.3740653,103.8963459
116 JURONG EAST ST 13,1.3396951,103.7347059
234 JURONG EAST ST 21,1.33979115,103.7418515
309 JURONG EAST ST 32,1.3476174,103.7343599
313 JURONG EAST ST 32,1.34712215,103.7334029
524 JURONG WEST ST 52,1.3472215,103.7172776
557 JURONG WEST ST 42,1.3540273,103.7188743
42 JLN BAHAGIA,1.3272263,103.856967
23 BENDEMEER RD,1.317683,103.8628062
63 KALLANG BAHRU,1.3212047,103.8686403
48A DORSET RD,1.31448915,103.8510771
97 GEYLANG BAHRU,1.3237017,103.870301
102 JLN DUSUN,1.3278468,103.8442199
10 ST. GEORGE'S RD,1.3237873,103.863407
51 TANGLIN HALT RD,1.2994511,103.7989856
234 SERANGOON AVE 3,1.35480025,103.8695497
209 SERANGOON CTRL,1.3544558,103.8742575
245 SERANGOON AVE 2,1.3524644,103.8691578
205 SERANGOON CTRL,1.3529671,103.8736816
246 SERANGOON AVE 3,1.3520851,103.8698273
203 SERANGOON CTRL,1.3517139,103.873007
105 TAMPINES ST 11,1.3479955,103.9471776
443 TAMPINES ST 43,1.35898045,103.9521864
469 TAMPINES ST 44,1.36028825,103.9546507
223 TAMPINES ST 24,1.35539405,103.9532748
428 TAMPINES ST 41,1.35924175,103.9491105
470 TAMPINES ST 44,1.3607774,103.954626
92 LOR 4 TOA PAYOH,1.3380788,103.849469
20 LOR 7 TOA PAYOH,1.3349978,103.8572123
83 LOR 2 TOA PAYOH,1.33252575,103.8473865
26 MARSILING DR,1.4419526,103.7733378
218 MARSILING CRES,1.4464948,103.7734045
108 WOODLANDS ST 13,1.4372118,103.7815671
277 YISHUN ST 22,1.43790205,103.8369599
720 YISHUN ST 71,1.4264349,103.8289628
135 YISHUN ST 11,1.43224665,103.8319117
734 YISHUN AVE 5,1.42916795,103.8308002
263 YISHUN ST 22,1.4361823,103.8389943
288 YISHUN AVE 6,1.4399927,103.8375696
778 YISHUN AVE 2,1.4222425,103.8338023
511 ANG MO KIO AVE 8,1.3735749,103.850064
547 ANG MO KIO AVE 10,1.3742391,103.8582123
39 BEDOK STH RD,1.3214673,103.9396299
520 BEDOK NTH AVE 1,1.3304485,103.9282047
623 BEDOK RESERVOIR RD,1.333642,103.9168193
549 BEDOK NTH AVE 1,1.331678,103.9267701
118 BEDOK RESERVOIR RD,1.33111935,103.9091508
158 BEDOK STH AVE 3,1.318742,103.9450564
170 BEDOK STH RD,1.3206577,103.9461681
311 SHUNFU RD,1.35091085,103.8393944
106 BISHAN ST 12,1.3460647,103.8478439
113 BISHAN ST 12,1.34722365,103.8488274
197 BISHAN ST 13,1.3486695,103.8504007
193 BISHAN ST 13,1.348677,103.8509797
118 BT BATOK WEST AVE 6,1.3500186,103.7465967
362 BT BATOK ST 31,1.36091245,103.7499843
234 BT BATOK EAST AVE 5,1.3491231,103.7554956
369 BT BATOK ST 31,1.3601861,103.7513187
315 BT BATOK ST 32,1.36020915,103.7464817
113 DEPOT RD,1.28136095,103.807325
1 DELTA AVE,1.2920467,103.8269271
2 DELTA AVE,1.2921536,103.826064
4 TG PAGAR PLAZA,1.2759129,103.8427023
12 TECK WHYE LANE,1.3794527,103.7556528
349 CLEMENTI AVE 2,1.31594575,103.7711402
606 CLEMENTI WEST ST 1,1.3048381,103.7680565
104 CLEMENTI ST 14,1.32294575,103.7692174
8 HAIG RD,1.3135822,103.8960767
